 gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
-0.093935,0.23027,-0.968582,-0.265992,0.18814,-0.945437,-0.186,0.215,-16.0,74.6,461.0,0.089,0.111,0.074,0.0,0.0,0.62,0.0,0.18,1.54,0.0,0.32,0.33,0.0,0.0,0.18,0.08,0.0,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.118234,0.217906,-0.968782,-0.240655,0.157501,-0.957747,-0.184,0.192,-16.1,74.4,459.1,0.087,0.106,0.075,0.01,0.0,0.67,0.01,0.19,1.47,0.0,0.4,0.33,0.0,0.01,0.21,0.1,0.0,0.19,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.119761,0.216682,-0.968869,-0.247849,0.159098,-0.955646,-0.189,0.193,-16.2,74.5,459.5,0.089,0.107,0.076,0.01,0.0,0.67,0.0,0.18,1.38,0.0,0.39,0.37,0.0,0.01,0.27,0.14,0.0,0.17,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.130365,0.228775,-0.964711,-0.229584,0.234949,-0.944505,-0.186,0.238,-16.2,74.3,459.4,0.091,0.106,0.073,0.01,0.0,0.75,0.0,0.18,1.32,0.0,0.35,0.36,0.0,0.01,0.29,0.13,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.103287,0.229795,-0.967743,-0.215884,0.220105,-0.951287,-0.165,0.23,-16.1,74.2,458.9,0.088,0.106,0.073,0.0,0.0,0.77,0.0,0.21,1.51,0.0,0.34,0.36,0.0,0.0,0.36,0.17,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.099396,0.224433,-0.969407,-0.208836,0.209605,-0.955224,-0.159,0.222,-16.2,74.3,458.7,0.081,0.102,0.073,0.0,0.0,0.81,0.0,0.22,1.57,0.0,0.33,0.31,0.0,0.0,0.32,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.123311,0.233419,-0.964526,-0.215387,0.222726,-0.95079,-0.175,0.234,-16.2,74.1,458.2,0.083,0.104,0.072,0.0,0.0,0.89,0.0,0.23,1.7,0.0,0.3,0.26,0.0,0.0,0.32,0.21,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.113179,0.242542,-0.963517,-0.223805,0.224683,-0.948382,-0.174,0.24,-16.2,74.3,459.5,0.084,0.103,0.072,0.0,0.0,0.96,0.0,0.23,1.69,0.0,0.23,0.24,0.0,0.04,0.33,0.23,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.113596,0.240599,-0.963954,-0.217753,0.233856,-0.947573,-0.172,0.243,-16.3,74.3,460.1,0.087,0.108,0.072,0.0,0.0,0.94,0.0,0.26,1.6,0.0,0.28,0.3,0.0,0.04,0.39,0.27,0.0,0.31,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.111033,0.235139,-0.965599,-0.217691,0.236949,-0.946819,-0.17,0.242,-16.5,74.3,460.4,0.084,0.108,0.072,0.0,0.0,0.8,0.0,0.25,1.5,0.0,0.31,0.35,0.01,0.04,0.36,0.31,0.0,0.27,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.107783,0.233819,-0.966287,-0.20794,0.229874,-0.950747,-0.163,0.237,-16.4,73.9,458.5,0.085,0.104,0.072,0.0,0.0,0.8,0.0,0.23,1.36,0.0,0.31,0.35,0.01,0.0,0.38,0.27,0.0,0.22,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.101709,0.237578,-0.966029,-0.199724,0.233482,-0.951628,-0.156,0.241,-16.5,73.8,457.7,0.085,0.104,0.073,0.0,0.0,0.79,0.0,0.19,1.18,0.0,0.3,0.32,0.01,0.0,0.32,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08757,0.233999,-0.968285,-0.217369,0.231433,-0.948256,-0.158,0.238,-16.5,73.9,458.4,0.081,0.104,0.073,0.0,0.0,0.84,0.0,0.19,1.08,0.0,0.35,0.28,0.0,0.0,0.38,0.18,0.0,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.090906,0.244307,-0.965427,-0.221141,0.259571,-0.940063,-0.162,0.259,-16.4,73.7,457.1,0.082,0.102,0.074,0.0,0.0,0.85,0.0,0.23,1.15,0.0,0.36,0.23,0.0,0.0,0.39,0.17,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.097271,0.244823,-0.964676,-0.231874,0.249622,-0.940172,-0.171,0.254,-16.4,73.7,457.4,0.084,0.105,0.073,0.0,0.0,0.92,0.0,0.29,1.28,0.0,0.3,0.18,0.0,0.0,0.42,0.16,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.096068,0.252779,-0.962743,-0.246506,0.247123,-0.937104,-0.178,0.257,-16.4,73.8,457.9,0.082,0.105,0.074,0.0,0.0,0.95,0.0,0.34,1.49,0.0,0.29,0.18,0.0,0.0,0.33,0.08,0.0,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.107505,0.239532,-0.964918,-0.207954,0.244357,-0.947124,-0.164,0.248,-16.3,73.8,458.0,0.085,0.108,0.072,0.0,0.0,0.86,0.0,0.31,1.42,0.0,0.34,0.21,0.0,0.0,0.24,0.04,0.0,0.24,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.117043,0.236482,-0.964561,-0.183419,0.241168,-0.952993,-0.155,0.244,-16.4,74.0,459.3,0.086,0.108,0.074,0.0,0.0,0.83,0.0,0.3,1.53,0.0,0.38,0.23,0.0,0.01,0.14,0.0,0.0,0.31,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.116089,0.224821,-0.96746,-0.170882,0.211522,-0.962319,-0.148,0.222,-16.4,74.3,461.1,0.086,0.11,0.073,0.0,0.0,0.77,0.0,0.28,1.54,0.0,0.34,0.26,0.0,0.01,0.17,0.0,0.0,0.3,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.116254,0.225216,-0.967348,-0.189932,0.227647,-0.955041,-0.158,0.231,-16.2,73.9,459.0,0.083,0.104,0.074,0.0,0.0,0.81,0.0,0.28,1.61,0.0,0.26,0.29,0.0,0.01,0.11,0.0,0.0,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.113997,0.222507,-0.968243,-0.190416,0.227454,-0.95499,-0.157,0.23,-16.3,74.2,460.7,0.091,0.109,0.073,0.0,0.0,0.78,0.0,0.27,1.54,0.0,0.23,0.33,0.0,0.0,0.1,0.01,0.0,0.36,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
