frame, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
263,0.0423,0.43624,-0.898836,-0.146939,0.242222,-0.95903,-0.056,0.35,300.3,186.5,767.3,0.47,-0.204,0.65,0.41,0.0,0.21,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.35,1.0,0.97,0.22,1.27,1.14,0.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
264,0.083977,0.487036,-0.869335,-0.106632,0.252851,-0.961611,-0.012,0.384,300.2,185.8,766.5,0.465,-0.202,0.653,0.54,0.0,0.13,0.0,0.0,1.79,0.0,0.0,0.0,0.0,5.0,0.81,1.11,0.12,1.19,1.13,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
265,0.087732,0.493759,-0.865162,-0.119987,0.276467,-0.953504,-0.018,0.401,299.1,184.8,762.5,0.468,-0.206,0.652,0.48,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,5.0,1.31,1.82,0.12,1.56,0.68,0.44,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
266,0.074331,0.473423,-0.877693,-0.11014,0.26878,-0.956884,-0.02,0.384,299.0,184.8,762.2,0.476,-0.212,0.652,0.39,0.0,0.0,0.01,0.0,1.53,0.0,0.0,0.0,0.0,5.0,1.13,1.41,0.31,1.24,0.62,0.55,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
267,0.050068,0.45369,-0.889752,-0.12468,0.235253,-0.963904,-0.04,0.356,299.3,184.6,762.5,0.477,-0.212,0.649,0.42,0.0,0.02,0.05,0.03,1.65,0.0,0.0,0.0,0.0,5.0,1.13,1.67,0.2,1.51,0.25,0.53,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
268,0.116039,0.438431,-0.891243,-0.006419,0.313116,-0.949693,0.059,0.388,299.7,184.3,763.4,0.474,-0.213,0.642,0.34,0.0,0.06,0.05,0.05,1.55,0.0,0.0,0.0,0.0,5.0,0.8,1.84,0.2,1.84,0.0,0.57,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
269,0.115841,0.396035,-0.910899,-0.052616,0.243267,-0.968531,0.034,0.328,300.2,185.0,764.5,0.478,-0.206,0.645,0.32,0.0,0.06,0.04,0.05,1.47,0.0,0.0,0.0,0.0,5.0,0.83,2.55,0.09,2.32,0.23,0.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
270,0.083111,0.402158,-0.91179,-0.101009,0.244935,-0.964263,-0.01,0.332,298.5,184.0,760.3,0.481,-0.207,0.641,0.29,0.0,0.04,0.0,0.02,1.52,0.0,0.0,0.0,0.0,5.0,0.34,2.01,0.14,1.96,0.23,0.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
271,0.021238,0.443419,-0.896063,-0.126245,0.2266,-0.965771,-0.056,0.345,296.7,183.0,755.5,0.469,-0.204,0.643,0.39,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,5.0,0.17,1.14,0.14,1.24,0.71,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
272,0.001839,0.425602,-0.904909,-0.044213,0.277599,-0.959679,-0.023,0.361,294.9,181.5,750.4,0.477,-0.201,0.637,0.29,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,5.0,0.0,0.33,0.05,0.74,0.71,0.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
273,0.025267,0.471704,-0.881395,-0.071758,0.26539,-0.961467,-0.025,0.38,295.8,181.7,752.6,0.479,-0.212,0.641,0.19,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,5.0,0.0,1.1,0.09,1.32,0.71,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
274,0.03866,0.464613,-0.884669,-0.063279,0.225126,-0.972273,-0.013,0.356,295.9,182.0,753.1,0.476,-0.215,0.646,0.09,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,5.0,0.0,2.59,0.17,1.0,0.23,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
275,0.04662,0.428595,-0.902293,-0.089257,0.240384,-0.966565,-0.023,0.344,296.1,182.4,754.2,0.474,-0.213,0.646,0.09,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,5.0,0.0,2.59,0.21,0.79,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
276,-0.003381,0.454347,-0.890819,-0.039616,0.192938,-0.980411,-0.023,0.333,297.0,183.0,757.2,0.488,-0.221,0.652,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,5.0,0.46,2.77,0.56,0.85,0.06,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
277,-0.020352,0.478316,-0.877952,-0.086504,0.291899,-0.952529,-0.058,0.398,297.9,183.4,758.7,0.485,-0.212,0.66,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,5.0,0.46,1.51,0.49,1.72,0.34,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278,-0.032912,0.476567,-0.878522,-0.0966,0.284668,-0.953747,-0.071,0.394,298.3,183.6,759.7,0.486,-0.211,0.662,0.03,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,5.0,0.76,2.26,0.47,2.33,0.47,0.24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
279,-0.024768,0.483216,-0.875151,-0.038377,0.364169,-0.930542,-0.035,0.439,296.5,182.7,755.3,0.495,-0.212,0.667,0.03,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,5.0,0.48,1.89,0.28,2.27,0.41,0.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280,-0.028249,0.486194,-0.873394,-0.070179,0.366301,-0.927846,-0.055,0.442,297.9,183.6,759.2,0.493,-0.211,0.674,0.03,0.0,0.0,0.0,0.0,2.34,0.01,0.0,0.0,0.0,5.0,0.48,1.67,0.28,1.39,0.18,0.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
